npieces: 10000
capacity: 17830651413
1 2628 10001825 
2 65000 10006634 
3 79158 10002547 
4 84759 10005623 
5 2928 10003029 
6 54566 10007620 
7 8049 10008445 
8 64344 10007583 
9 98393 10004242 
10 92870 10003502 
11 38040 10001818 
12 42167 10006134 
13 368 10000318 
14 62328 10007533 
15 64425 10005690 
16 97017 10009879 
17 8817 10000529 
18 18628 10006493 
19 11437 10002702 
20 28346 10008189 
21 94049 10006741 
22 29708 10004202 
23 16376 10003191 
24 74707 10006147 
25 16433 10007108 
26 3692 10004402 
27 69926 10004075 
28 29780 10007323 
29 31194 10001869 
30 7931 10001812 
31 84926 10003536 
32 49640 10004867 
33 27872 10000175 
34 81641 10005874 
35 49264 10008495 
36 89333 10003712 
37 79856 10002012 
38 85217 10003234 
39 16920 10006786 
40 82395 10006023 
41 94115 10008167 
42 36518 10005721 
43 52218 10004389 
44 94930 10009486 
45 13211 10004918 
46 9879 10003774 
47 56710 10006728 
48 1646 10000304 
49 39171 10004672 
50 73228 10003565 
51 68787 10007802 
52 77468 10007318 
53 21745 10006238 
54 54680 10005888 
55 30693 10006703 
56 70084 10008077 
57 37349 10006174 
58 8807 10006631 
59 14408 10006171 
60 20934 10004390 
61 14217 10000171 
62 1439 10005201 
63 29140 10007653 
64 15359 10001729 
65 24464 10001606 
66 77312 10009344 
67 11369 10003060 
68 78691 10005937 
69 91992 10005888 
70 92038 10009353 
71 45650 10008052 
72 73410 10004954 
73 63338 10001548 
74 51651 10007809 
75 100 10009794 
76 93541 10006709 
77 70519 10002113 
78 62887 10002512 
79 62109 10009019 
80 22831 10002539 
81 54266 10005190 
82 67866 10005697 
83 83879 10004737 
84 20894 10002069 
85 76250 10001652 
86 43902 10008224 
87 37940 10008213 
88 66760 10009938 
89 36294 10002695 
90 62415 10002250 
91 17217 10001885 
92 81889 10009569 
93 47193 10003437 
94 71428 10006880 
95 11316 10006575 
96 1009 10009522 
97 13685 10005876 
98 15213 10003315 
99 17856 10000964 
100 32896 10008312 
101 41801 10006800 
102 92724 10008793 
103 98494 10006870 
104 17676 10007449 
105 26061 10001794 
106 56446 10008214 
107 68947 10005473 
108 54671 10003388 
109 91619 10007233 
110 67721 10009092 
111 6159 10009205 
112 86427 10009993 
113 40309 10008725 
114 13261 10005867 
115 16809 10009057 
116 91295 10005164 
117 97051 10005830 
118 20189 10006296 
119 53957 10004201 
120 24641 10007682 
121 37140 10006481 
122 67237 10008570 
123 25488 10003745 
124 65763 10004586 
125 92553 10008643 
126 56939 10006400 
127 76512 10008912 
128 25952 10005061 
129 85167 10004795 
130 24207 10003148 
131 29686 10001566 
132 93229 10002310 
133 16771 10003755 
134 25100 10007762 
135 11197 10005413 
136 25370 10004771 
137 11565 10006536 
138 9175 10004153 
139 43818 10009250 
140 9648 10005713 
141 30591 10004261 
142 57245 10008712 
143 4827 10007109 
144 87187 10000715 
145 38581 10009403 
146 25926 10006330 
147 92346 10003132 
148 33375 10006826 
149 40341 10006500 
150 61494 10001466 
151 61561 10004364 
152 66477 10007326 
153 4078 10008219 
154 72392 10007175 
155 26390 10004824 
156 46316 10009075 
157 88890 10004653 
158 68339 10003120 
159 79958 10000103 
160 1161 10001516 
161 93565 10006234 
162 93191 10005113 
163 98986 10006481 
164 25098 10001212 
165 72229 10007332 
166 14894 10003876 
167 92367 10000706 
168 65644 10000615 
169 94666 10007261 
170 49389 10006760 
171 78791 10009142 
172 95946 10006389 
173 82317 10007325 
174 18242 10003181 
175 92643 10000762 
176 99255 10002127 
177 55866 10003722 
178 99813 10004269 
179 6970 10002865 
180 74880 10005648 
181 4519 10009134 
182 96905 10005781 
183 27312 10002604 
184 49644 10001124 
185 40693 10005860 
186 24569 10001825 
187 8210 10005760 
188 54013 10007339 
189 85228 10003755 
190 64733 10003826 
191 45302 10001140 
192 49711 10008599 
193 78976 10006353 
194 36372 10004795 
195 69725 10001631 
196 51862 10006425 
197 37904 10007992 
198 14426 10003327 
199 35763 10003774 
200 99329 10000039 
201 19235 10001971 
202 79201 10004325 
203 51691 10004075 
204 72411 10007801 
205 92139 10002281 
206 25977 10007508 
207 25508 10009638 
208 21094 10001271 
209 42019 10009169 
210 83465 10007286 
211 6824 10007904 
212 90528 10004956 
213 30387 10003556 
214 71669 10006360 
215 25674 10004347 
216 8831 10009126 
217 56168 10003550 
218 42936 10006200 
219 12485 10006475 
220 50294 10007922 
221 60670 10008701 
222 98505 10000310 
223 40929 10005367 
224 45328 10004612 
225 5432 10008144 
226 82296 10004387 
227 49295 10002087 
228 43217 10006605 
229 91619 10006264 
230 14095 10001668 
231 3497 10006055 
232 80666 10001874 
233 61817 10004153 
234 11698 10002911 
235 26197 10000115 
236 19876 10000684 
237 87385 10003674 
238 86145 10003068 
239 1601 10003385 
240 58625 10002306 
241 7633 10004576 
242 44435 10003572 
243 22117 10006537 
244 63903 10003743 
245 54006 10006743 
246 86907 10007173 
