npieces: 5000
capacity: 1698971
1 539 171 
2 759 356 
3 980 645 
4 764 361 
5 1049 767 
6 1023 718 
7 508 151 
8 879 497 
9 1127 932 
10 623 232 
11 1068 804 
12 469 128 
13 1082 832 
14 1114 903 
15 938 580 
16 1059 785 
17 636 243 
18 961 615 
19 689 288 
20 991 663 
21 1104 879 
22 949 596 
23 764 361 
24 366 77 
25 329 62 
26 1091 852 
27 970 629 
28 629 237 
29 1118 911 
30 704 302 
31 1021 714 
32 504 149 
33 992 665 
34 364 76 
35 410 97 
36 1126 930 
37 906 534 
38 564 188 
39 759 356 
40 126 9 
41 524 161 
42 1051 771 
43 901 527 
44 623 232 
45 633 240 
46 860 472 
47 937 578 
48 880 498 
49 983 650 
50 1014 703 
51 188 20 
52 1041 752 
53 546 176 
54 1063 794 
55 914 545 
56 846 455 
57 770 368 
58 560 185 
59 1018 709 
60 1135 952 
61 911 541 
62 1102 875 
63 896 519 
64 1098 867 
65 1111 896 
66 583 202 
67 961 614 
68 1003 683 
69 178 18 
70 474 131 
71 776 374 
72 432 108 
73 695 294 
74 709 307 
75 844 452 
76 641 247 
77 1106 883 
78 1021 714 
79 767 365 
80 711 309 
81 558 184 
82 836 443 
83 734 331 
84 1135 951 
85 1018 710 
86 868 482 
87 769 367 
88 1044 756 
89 1129 937 
90 344 68 
91 1005 687 
92 616 227 
93 946 591 
94 1012 698 
95 241 33 
96 994 668 
97 687 286 
98 711 309 
99 258 38 
100 1007 690 
101 625 234 
102 616 227 
103 522 160 
104 1083 835 
105 1127 932 
106 860 472 
107 959 611 
108 1009 694 
109 574 195 
110 713 310 
111 388 87 
112 862 475 
113 406 95 
114 857 469 
115 1109 891 
116 1036 742 
117 1115 904 
118 1116 906 
119 742 339 
120 954 604 
121 342 67 
122 944 588 
123 1146 979 
124 994 668 
125 831 437 
126 708 306 
127 178 18 
128 1096 863 
129 955 605 
130 1049 766 
131 1062 792 
132 1108 888 
133 811 413 
134 1113 900 
135 966 623 
136 463 125 
137 874 490 
138 656 259 
139 1052 772 
140 750 347 
141 1118 911 
142 583 202 
143 467 127 
144 1110 893 
145 1103 877 
146 975 636 
147 871 486 
148 850 460 
149 1049 766 
150 751 348 
151 567 190 
152 1006 688 
153 619 229 
154 848 457 
155 708 306 
156 1088 845 
157 1010 695 
158 513 154 
159 456 121 
160 1049 766 
161 1035 740 
162 397 91 
163 959 611 
164 721 318 
165 329 62 
166 737 334 
167 447 116 
168 1011 697 
169 1131 943 
170 682 282 
171 643 248 
172 495 143 
173 590 207 
174 1131 943 
175 1026 724 
176 1082 833 
177 1150 988 
178 826 431 
179 488 139 
180 428 106 
181 941 584 
182 352 71 
183 1092 854 
184 940 582 
185 600 214 
186 964 619 
187 1112 898 
188 1153 997 
189 752 349 
190 344 68 
191 1110 894 
192 978 641 
193 527 163 
194 900 525 
195 634 241 
196 836 443 
197 605 218 
198 942 585 
199 800 400 
200 681 281 
201 1084 837 
202 956 607 
203 923 557 
204 1043 755 
205 1149 987 
206 901 526 
207 509 152 
208 1082 833 
209 938 579 
210 1046 760 
211 963 618 
212 1049 766 
213 531 166 
214 1016 706 
215 831 437 
216 334 64 
217 119 8 
218 1079 826 
219 1144 973 
220 647 252 
221 651 255 
222 623 232 
223 1082 833 
224 1128 934 
225 904 530 
226 1120 917 
227 1075 817 
228 233 31 
229 682 282 
230 349 70 
231 947 593 
232 781 380 
233 397 91 
234 471 129 
235 811 413 
236 1092 854 
237 1113 900 
238 819 422 
239 726 323 
240 575 196 
241 836 442 
242 451 118 
243 1003 683 
244 914 545 
245 1020 713 
246 878 495 
247 828 433 
248 302 52 
249 1152 994 
250 946 591 
251 897 521 
252 1098 867 
253 1092 853 
254 933 572 
255 244 34 
256 805 406 
257 997 673 
258 42 1 
259 586 204 
260 868 482 
261 600 214 
262 656 259 
263 663 265 
