npieces: 500
capacity: 12726660
1 99618 89687 
2 92088 82120 
3 102061 92034 
4 43137 33231 
5 43713 33748 
6 97859 87957 
7 18587 8525 
8 104440 94399 
9 64660 54733 
10 15496 5574 
11 86059 76099 
12 58644 48687 
13 69454 59380 
14 86970 76968 
15 13640 3620 
16 34078 24128 
17 16380 6437 
18 68053 57988 
19 107511 97561 
20 20868 10898 
21 100245 90341 
22 18614 8667 
23 104317 94388 
24 107511 97530 
25 81831 71844 
26 64418 54444 
27 20869 10930 
28 60185 50187 
29 51109 41053 
30 59288 49323 
31 45947 35929 
32 22283 12239 
33 70520 60563 
34 71779 61737 
35 28513 18460 
36 25051 15085 
37 43349 33300 
38 56245 46288 
39 82573 72628 
40 79890 69794 
41 105926 95863 
42 34012 24005 
43 76438 66470 
44 34676 24681 
45 39693 29727 
46 41241 31142 
47 97910 87969 
48 54290 44341 
49 17022 7031 
50 70297 60332 
51 55638 45598 
52 54630 44692 
53 85151 75125 
54 74159 64072 
55 11833 1824 
56 73195 63179 
57 62135 52089 
58 96965 86982 
59 100874 90804 
60 54847 44894 
61 34553 24588 
62 71996 62030 
63 25973 15951 
64 76774 66790 
65 86292 76323 
66 10473 448 
67 85469 75508 
68 85254 75322 
69 91565 81532 
70 56229 46133 
71 74266 64301 
72 107610 97609 
73 80311 70398 
74 22061 12003 
75 29219 19279 
76 94554 84604 
77 109133 99194 
78 67973 58039 
79 71713 61656 
80 106189 96182 
81 72785 62733 
82 11037 1081 
83 104387 94322 
84 98473 88565 
85 14826 4765 
86 10599 589 
87 48400 38319 
88 40431 30384 
89 108995 98938 
90 59037 48943 
91 36537 26604 
92 27916 17848 
93 41004 30908 
94 109948 99955 
95 96671 86768 
96 51650 41689 
97 74575 64649 
98 37188 27148 
99 46881 36940 
100 77384 67448 
101 29197 19149 
102 63676 53668 
103 67334 57370 
104 71593 61524 
105 27571 17473 
106 76274 66174 
107 65828 55903 
108 108605 98598 
109 46182 36198 
110 73373 63353 
111 93509 83466 
112 15297 5283 
113 34282 24329 
114 92174 82125 
115 44267 34325 
116 100553 90454 
117 57859 47871 
118 23121 13101 
119 24676 14753 
120 81564 71560 
121 72587 62631 
122 73289 63300 
123 18785 8699 
124 60144 50170 
125 90584 80653 
126 80497 70586 
127 11187 1211 
128 91609 81543 
129 47887 37922 
130 29971 20047 
131 46073 36033 
132 99889 89829 
133 47336 37286 
134 47007 36956 
135 50803 40792 
136 70729 60642 
137 44565 34561 
138 49555 39574 
139 56548 46453 
140 10425 520 
141 88469 78499 
142 16485 6572 
143 27066 17079 
144 94423 84411 
145 91340 81321 
146 53791 43846 
147 63538 53574 
148 36682 26679 
149 16162 6104 
150 12536 2566 
151 51746 41685 
152 15714 5620 
153 78331 68321 
154 109383 99432 
155 26639 16545 
156 86385 76324 
157 96988 86974 
158 79059 69091 
159 81289 71345 
160 83492 73521 
161 67257 57201 
162 11061 1030 
163 56323 46294 
164 24003 14017 
165 72155 62217 
166 62040 51966 
167 86358 76394 
168 28420 18451 
169 25693 15613 
170 27518 17485 
171 38278 28178 
172 72973 63073 
173 63799 53712 
174 27357 17457 
175 56593 46622 
176 101045 91134 
177 15136 5070 
178 81303 71365 
179 21782 11750 
180 66601 56599 
181 84197 74283 
182 12893 2840 
183 90646 80716 
184 79707 69748 
185 56051 45960 
186 17849 7929 
187 91608 81662 
188 97516 87477 
189 18090 8047 
190 49354 39373 
191 38591 28594 
192 92345 82294 
193 11690 1684 
194 43739 33652 
195 10359 361 
196 30483 20461 
197 20993 10963 
198 25904 15849 
199 53850 43854 
200 60202 50121 
201 49901 39990 
202 74119 64096 
203 57541 47606 
204 41312 31282 
205 84606 74510 
206 91573 81544 
207 20336 10304 
208 100994 90989 
209 69038 59063 
210 81720 71689 
211 79238 69140 
212 96639 86551 
213 48698 38678 
214 92165 82180 
215 44017 34053 
216 88343 78439 
217 59265 49340 
218 87187 77271 
219 80550 70577 
220 99392 89422 
221 23974 13889 
222 28650 18616 
223 108094 98173 
224 100542 90487 
225 35442 25451 
226 105863 95799 
227 20553 10651 
228 62225 52297 
229 25891 15943 
230 75551 65598 
231 68439 58501 
232 25085 15170 
233 62511 52428 
234 97223 87282 
235 28795 18881 
236 98506 88507 
237 10906 957 
238 57525 47505 
239 98579 88604 
240 66979 56968 
