npieces: 2000
capacity: 484264
1 396 316 
2 396 316 
3 297 237 
4 990 790 
5 42 22 
6 294 154 
7 336 176 
8 126 66 
9 42 22 
10 990 790 
11 693 553 
12 252 132 
13 126 66 
14 294 154 
15 294 154 
16 168 88 
17 198 158 
18 693 553 
19 378 198 
20 126 66 
21 99 79 
22 420 220 
23 378 198 
24 210 110 
25 990 790 
26 198 158 
27 693 553 
28 99 79 
29 420 220 
30 168 88 
31 792 632 
32 84 44 
33 294 154 
34 210 110 
35 990 790 
36 594 474 
37 294 154 
38 792 632 
39 495 395 
40 990 790 
41 495 395 
42 198 158 
43 198 158 
44 336 176 
45 99 79 
46 693 553 
47 198 158 
48 378 198 
49 693 553 
50 792 632 
51 42 22 
52 396 316 
53 693 553 
54 495 395 
55 693 553 
56 42 22 
57 396 316 
58 378 198 
59 126 66 
60 198 158 
61 378 198 
62 126 66 
63 210 110 
64 84 44 
65 693 553 
66 378 198 
67 792 632 
68 210 110 
69 378 198 
70 126 66 
71 210 110 
72 792 632 
73 336 176 
74 792 632 
75 126 66 
76 198 158 
77 84 44 
78 420 220 
79 210 110 
80 297 237 
81 594 474 
82 336 176 
83 126 66 
84 126 66 
85 126 66 
86 252 132 
87 420 220 
88 198 158 
89 252 132 
90 297 237 
91 420 220 
92 42 22 
93 378 198 
94 420 220 
95 210 110 
96 792 632 
97 792 632 
98 84 44 
99 990 790 
100 336 176 
101 198 158 
102 891 711 
103 792 632 
104 495 395 
105 792 632 
106 420 220 
107 84 44 
108 99 79 
109 336 176 
110 210 110 
111 198 158 
112 99 79 
113 420 220 
114 99 79 
115 891 711 
116 420 220 
117 495 395 
118 396 316 
119 891 711 
120 168 88 
121 495 395 
122 42 22 
123 252 132 
124 126 66 
125 891 711 
126 84 44 
127 252 132 
128 891 711 
129 378 198 
130 99 79 
131 792 632 
132 252 132 
133 378 198 
134 198 158 
135 378 198 
136 396 316 
137 396 316 
138 495 395 
139 42 22 
140 210 110 
141 420 220 
