npieces: 2000
capacity: 1692443
1 8698 9698 
2 6768 7768 
3 6862 7862 
4 681 1681 
5 1532 2532 
6 8178 9178 
7 8285 9285 
8 7094 8094 
9 6854 7854 
10 7300 8300 
11 2924 3924 
12 6451 7451 
13 663 1663 
14 8940 9940 
15 7998 8998 
16 254 1254 
17 1487 2487 
18 5793 6793 
19 9244 10244 
20 4509 5509 
21 5694 6694 
22 2601 3601 
23 685 1685 
24 4437 5437 
25 4774 5774 
26 4781 5781 
27 8238 9238 
28 2012 3012 
29 6783 7783 
30 9737 10737 
31 2463 3463 
32 998 1998 
33 3159 4159 
34 1024 2024 
35 4570 5570 
36 5180 6180 
37 2915 3915 
38 5837 6837 
39 6800 7800 
40 4044 5044 
41 6647 7647 
42 3748 4748 
43 6066 7066 
44 6553 7553 
45 3534 4534 
46 8694 9694 
47 6025 7025 
48 1890 2890 
49 1367 2367 
50 5955 6955 
51 3714 4714 
52 5393 6393 
53 8124 9124 
54 2954 3954 
55 3818 4818 
56 122 1122 
57 5584 6584 
58 4060 5060 
59 65 1065 
60 851 1851 
61 6132 7132 
62 2351 3351 
63 4606 5606 
64 2850 3850 
65 2950 3950 
66 1262 2262 
67 2047 3047 
68 4993 5993 
69 1958 2958 
70 1902 2902 
71 4027 5027 
72 6143 7143 
73 3254 4254 
74 5195 6195 
75 3287 4287 
76 4561 5561 
77 7966 8966 
78 337 1337 
79 8561 9561 
80 2694 3694 
81 537 1537 
82 5382 6382 
83 3276 4276 
84 1064 2064 
85 7184 8184 
86 2996 3996 
87 2680 3680 
88 397 1397 
89 9841 10841 
90 2709 3709 
91 6685 7685 
92 9837 10837 
93 2284 3284 
94 6087 7087 
95 2292 3292 
96 3743 4743 
97 7705 8705 
98 3903 4903 
99 1602 2602 
100 4684 5684 
101 6217 7217 
102 2425 3425 
103 9426 10426 
104 3637 4637 
105 8807 9807 
106 2941 3941 
107 6302 7302 
108 4287 5287 
109 5915 6915 
110 7262 8262 
111 298 1298 
112 924 1924 
113 8827 9827 
114 3533 4533 
115 8525 9525 
116 8310 9310 
117 1086 2086 
118 2506 3506 
119 3964 4964 
120 3989 4989 
121 7039 8039 
122 7178 8178 
123 4101 5101 
124 640 1640 
125 5562 6562 
126 7444 8444 
127 8933 9933 
128 2096 3096 
129 406 1406 
130 5429 6429 
131 3958 4958 
132 7135 8135 
133 2143 3143 
134 5347 6347 
135 5033 6033 
136 4960 5960 
137 6350 7350 
138 1855 2855 
139 860 1860 
140 1000 2000 
141 7256 8256 
142 531 1531 
143 7976 8976 
144 5705 6705 
145 7392 8392 
146 619 1619 
147 2777 3777 
148 1808 2808 
149 298 1298 
150 961 1961 
151 5883 6883 
152 4324 5324 
153 2381 3381 
154 1248 2248 
155 8877 9877 
156 5951 6951 
157 3203 4203 
158 8682 9682 
159 405 1405 
160 5034 6034 
161 8240 9240 
162 3445 4445 
163 1680 2680 
164 9728 10728 
165 3485 4485 
166 192 1192 
167 276 1276 
168 3204 4204 
169 7744 8744 
170 8355 9355 
171 3524 4524 
172 6463 7463 
173 1850 2850 
174 4324 5324 
175 5230 6230 
176 481 1481 
177 2540 3540 
178 6630 7630 
179 2005 3005 
180 3993 4993 
181 3287 4287 
182 476 1476 
183 9127 10127 
184 6016 7016 
185 4463 5463 
186 4236 5236 
187 4538 5538 
188 8655 9655 
189 986 1986 
190 7838 8838 
191 9271 10271 
192 401 1401 
193 4779 5779 
194 2771 3771 
195 9123 10123 
196 7138 8138 
197 5046 6046 
198 8771 9771 
199 5542 6542 
200 3351 4351 
201 1919 2919 
202 8639 9639 
203 5786 6786 
204 6872 7872 
205 2484 3484 
206 2453 3453 
207 2530 3530 
208 680 1680 
209 6243 7243 
210 1713 2713 
211 5604 6604 
212 1653 2653 
213 5577 6577 
214 7712 8712 
215 3029 4029 
216 7355 8355 
217 1385 2385 
218 4000 5000 
219 7151 8151 
220 7635 8635 
221 3829 4829 
222 2468 3468 
223 1361 2361 
224 2008 3008 
225 8811 9811 
226 7332 8332 
227 4259 5259 
228 9754 10754 
229 9039 10039 
230 224 1224 
231 4437 5437 
232 4667 5667 
233 8961 9961 
234 4757 5757 
235 7459 8459 
236 6455 7455 
237 2283 3283 
238 3720 4720 
239 375 1375 
240 4833 5833 
241 6922 7922 
242 7856 8856 
243 2907 3907 
244 6217 7217 
245 6086 7086 
246 9520 10520 
247 7545 8545 
248 4425 5425 
249 6303 7303 
250 482 1482 
251 7329 8329 
252 3679 4679 
253 2566 3566 
254 4095 5095 
255 4630 5630 
256 9252 10252 
257 8949 9949 
258 6138 7138 
259 1493 2493 
