npieces: 1000
capacity: 98595
1 179 769 
2 612 893 
3 909 971 
4 889 996 
5 247 141 
6 30 563 
7 375 918 
8 425 517 
9 292 670 
10 824 507 
11 780 37 
12 160 84 
13 264 813 
14 471 373 
15 20 70 
16 497 470 
17 931 998 
18 327 657 
19 488 698 
20 911 295 
21 63 926 
22 852 529 
23 441 973 
24 277 872 
25 862 966 
26 84 681 
27 813 3 
28 925 761 
29 599 823 
30 646 512 
31 130 323 
32 877 333 
33 457 157 
34 140 438 
35 617 917 
36 498 986 
37 422 157 
38 396 830 
39 12 45 
40 513 312 
41 913 728 
42 227 139 
43 911 735 
44 856 703 
45 200 896 
46 920 828 
47 226 747 
48 938 499 
49 58 728 
50 359 217 
51 668 72 
52 160 313 
53 712 390 
54 866 221 
55 777 82 
56 479 153 
57 848 786 
58 617 124 
59 829 893 
60 240 419 
61 669 454 
62 483 932 
63 759 753 
64 371 572 
65 520 493 
66 626 341 
67 566 806 
68 779 344 
69 906 989 
70 531 979 
71 814 847 
72 756 951 
73 838 135 
74 987 88 
75 388 825 
76 727 722 
77 547 764 
78 970 540 
79 365 562 
80 293 868 
81 416 927 
82 507 783 
83 835 252 
84 503 379 
85 950 679 
86 282 443 
87 983 985 
88 316 349 
89 553 171 
90 380 796 
91 767 182 
92 523 446 
93 687 382 
94 170 521 
95 121 129 
96 260 878 
97 606 786 
98 229 258 
99 62 437 
100 794 573 
101 234 742 
102 755 17 
103 904 851 
104 835 425 
105 188 794 
106 672 515 
107 707 808 
108 230 668 
109 499 560 
110 998 182 
111 399 148 
112 811 312 
113 423 234 
114 101 586 
115 475 694 
116 414 548 
117 368 920 
118 394 730 
119 443 794 
120 108 422 
121 147 601 
122 748 402 
123 859 189 
124 668 872 
125 549 854 
126 938 568 
127 498 661 
128 791 789 
129 301 452 
130 310 564 
131 696 427 
132 120 394 
133 749 600 
134 484 897 
135 303 722 
136 381 911 
137 490 242 
138 619 28 
139 100 223 
140 483 837 
141 311 236 
142 234 106 
143 175 624 
144 29 704 
145 37 602 
146 284 595 
147 542 879 
148 516 668 
149 382 354 
150 420 107 
151 998 302 
152 128 474 
153 861 467 
154 425 397 
155 642 619 
156 589 73 
157 335 927 
158 826 984 
159 649 323 
160 678 454 
161 956 522 
162 379 612 
163 19 967 
164 438 303 
165 774 178 
166 542 715 
167 884 396 
168 697 561 
169 887 199 
170 730 106 
171 48 92 
172 415 967 
173 919 138 
174 871 695 
175 100 616 
176 857 420 
177 884 303 
178 535 570 
179 171 351 
180 154 221 
181 504 668 
182 615 86 
183 398 989 
184 998 233 
185 358 666 
186 291 398 
187 162 295 
188 813 130 
189 493 849 
190 4 122 
191 294 915 
192 769 476 
193 859 525 
194 317 417 
195 889 738 
196 203 99 
197 162 901 
198 625 511 
199 520 256 
200 857 614 
201 37 440 
202 415 550 
203 533 720 
204 283 520 
205 99 128 
206 246 110 
207 912 825 
208 473 451 
209 579 568 
210 400 510 
211 946 261 
212 702 69 
213 654 656 
214 954 578 
215 213 647 
216 432 388 
217 736 581 
218 146 261 
219 101 994 
220 108 43 
221 47 835 
222 296 558 
223 97 918 
224 854 109 
225 482 221 
226 261 37 
227 609 492 
228 823 566 
229 482 584 
230 142 108 
231 145 38 
232 356 255 
233 27 118 
234 857 79 
235 733 26 
236 454 593 
237 964 998 
238 118 590 
239 339 526 
240 524 542 
241 730 422 
242 14 480 
243 795 882 
244 905 180 
245 145 75 
246 263 832 
247 457 747 
248 988 835 
249 842 205 
250 439 961 
251 969 892 
252 75 268 
253 253 742 
254 268 83 
255 914 964 
256 982 978 
257 473 953 
258 641 21 
259 860 788 
260 690 530 
261 806 172 
262 203 866 
263 145 944 
264 867 660 
265 210 456 
266 368 847 
267 911 515 
268 344 25 
269 128 422 
270 918 840 
271 691 69 
272 602 292 
273 849 257 
274 418 640 
275 911 678 
276 772 907 
277 335 376 
278 182 407 
279 972 946 
280 156 893 
281 325 354 
282 72 91 
283 592 36 
284 184 460 
285 576 73 
286 401 962 
287 121 220 
288 330 402 
289 80 210 
290 843 732 
291 312 755 
292 940 301 
293 767 257 
294 586 867 
295 591 308 
296 180 324 
297 536 599 
298 4 675 
299 466 731 
300 320 425 
301 553 477 
302 320 212 
303 889 87 
304 515 654 
305 361 24 
306 610 781 
307 340 640 
308 678 474 
309 34 845 
310 61 344 
311 469 35 
312 527 379 
313 719 611 
314 831 675 
315 833 267 
316 845 779 
317 926 14 
318 888 394 
319 871 687 
320 40 694 
321 319 799 
322 474 616 
323 326 1 
324 957 319 
325 820 990 
326 546 132 
327 395 947 
328 488 880 
329 918 187 
330 277 694 
331 304 457 
332 929 216 
333 477 190 
334 955 153 
335 398 883 
336 639 972 
337 744 100 
338 928 648 
339 83 889 
340 439 137 
341 624 98 
342 813 315 
343 252 863 
344 941 645 
345 618 313 
346 490 432 
347 68 457 
348 376 571 
349 761 370 
350 679 300 
351 594 701 
352 922 901 
353 519 937 
354 198 289 
355 799 845 
356 662 74 
357 68 372 
358 363 232 
359 77 244 
360 40 359 
361 445 323 
362 947 990 
363 224 942 
364 560 727 
365 30 879 
366 696 216 
367 664 866 
368 422 893 
369 128 892 
370 330 648 
371 989 481 
372 295 495 
373 995 353 
374 279 855 
375 329 757 
376 6 474 
377 988 668 
378 531 123 
379 161 309 
380 843 434 
381 552 80 
382 464 312 
383 548 165 
384 815 632 
385 719 304 
386 775 696 
387 330 408 
388 485 507 
389 113 747 
390 925 29 
391 445 728 
392 651 426 
393 860 272 
394 967 179 
395 299 329 
396 798 118 
397 451 409 
398 365 737 
399 233 299 
400 801 290 
401 143 233 
402 10 534 
403 841 831 
404 102 476 
405 194 255 
406 897 157 
407 253 31 
408 362 299 
409 759 619 
410 17 339 
411 577 480 
412 501 24 
413 947 270 
414 834 30 
415 28 528 
416 759 679 
417 686 140 
418 774 13 
419 303 721 
420 484 933 
421 698 154 
422 40 868 
423 779 278 
424 592 225 
425 898 9 
426 687 182 
427 495 947 
428 324 645 
429 412 883 
430 491 19 
431 952 24 
432 526 699 
433 47 867 
434 39 50 
435 79 996 
436 492 530 
437 829 759 
438 957 69 
439 814 875 
440 913 920 
441 18 791 
442 836 265 
443 530 89 
444 158 63 
445 770 348 
446 549 485 
447 386 726 
448 834 258 
449 494 644 
450 433 928 
451 117 586 
452 546 742 
453 31 354 
454 364 740 
455 152 879 
456 817 27 
457 409 688 
458 93 967 
459 878 676 
460 432 707 
461 121 958 
462 731 487 
463 373 30 
464 871 303 
465 511 257 
466 857 843 
467 655 679 
468 889 319 
469 197 591 
470 978 654 
471 357 689 
472 28 952 
473 533 527 
474 757 53 
475 222 129 
476 854 252 
477 765 188 
478 361 629 
479 590 502 
480 913 512 
481 950 488 
482 202 480 
483 151 504 
484 567 607 
485 905 114 
486 722 942 
487 323 763 
488 373 609 
489 752 122 
490 72 854 
491 998 708 
492 412 344 
493 931 714 
494 260 988 
495 80 304 
496 723 959 
497 751 956 
498 856 770 
499 633 985 
500 846 851 
501 912 656 
502 8 481 
503 3 98 
504 2 612 
505 256 604 
506 490 54 
507 219 392 
508 989 114 
509 365 332 
510 566 568 
511 248 417 
512 266 929 
513 462 337 
514 127 109 
515 514 830 
516 243 15 
517 542 947 
518 912 882 
519 883 466 
520 269 75 
521 39 618 
522 472 674 
523 441 89 
524 535 405 
525 40 438 
526 318 827 
527 505 868 
528 706 3 
529 552 940 
530 932 390 
531 869 546 
532 289 55 
533 511 865 
534 663 302 
535 375 510 
536 970 691 
537 779 150 
538 221 669 
539 403 757 
540 420 375 
541 904 116 
542 653 923 
543 344 990 
544 847 967 
545 647 351 
546 514 321 
547 487 706 
548 70 591 
549 8 277 
550 264 95 
551 850 611 
552 839 56 
553 175 334 
554 605 308 
555 814 606 
556 665 218 
557 98 83 
558 73 244 
559 249 859 
560 916 154 
561 976 96 
562 189 560 
563 788 505 
564 924 267 
565 907 531 
566 247 108 
567 57 308 
568 198 630 
569 422 884 
570 196 106 
571 637 649 
572 577 388 
573 624 645 
574 972 897 
575 199 294 
576 14 344 
577 199 10 
578 546 258 
579 455 796 
580 552 863 
581 653 351 
582 153 934 
583 703 142 
584 252 417 
585 158 398 
586 775 427 
587 637 793 
588 666 935 
589 431 168 
590 341 974 
591 254 748 
592 161 684 
593 808 33 
594 780 936 
595 532 63 
596 6 742 
597 107 614 
598 433 43 
599 201 885 
600 573 93 
601 642 159 
602 489 756 
603 185 683 
604 38 640 
605 652 439 
606 269 752 
607 619 809 
608 697 900 
609 144 257 
610 359 488 
611 456 757 
612 490 702 
613 815 882 
614 491 759 
615 914 173 
616 701 221 
617 302 932 
618 662 336 
619 806 163 
620 594 675 
621 953 710 
622 330 146 
623 10 184 
624 465 907 
625 33 150 
626 431 38 
627 271 691 
628 567 914 
629 254 233 
630 91 341 
631 47 305 
632 423 735 
633 166 23 
634 539 372 
635 799 117 
636 354 292 
637 884 530 
638 823 457 
639 38 302 
640 999 196 
641 528 93 
642 545 164 
643 4 381 
644 306 213 
645 845 134 
646 14 449 
647 627 150 
648 617 613 
649 413 37 
650 563 651 
651 841 524 
652 577 399 
653 143 653 
654 480 368 
655 252 94 
656 541 221 
657 914 920 
658 1000 393 
659 820 855 
660 775 780 
661 526 853 
662 207 296 
663 707 511 
664 77 957 
665 465 491 
666 370 25 
667 72 316 
668 908 272 
669 496 637 
670 98 587 
671 839 102 
672 72 8 
673 737 245 
674 456 926 
675 866 652 
676 106 811 
677 815 386 
678 2 125 
679 843 121 
680 911 313 
681 133 116 
682 356 371 
683 398 435 
684 128 930 
685 609 972 
686 328 151 
687 636 1000 
688 116 370 
689 594 79 
690 286 425 
691 474 992 
