npieces: 1000
capacity: 475496
1 573 373 
2 569 369 
3 1079 879 
4 871 671 
5 376 176 
6 1152 852 
7 732 432 
8 318 118 
9 525 325 
10 469 269 
11 882 582 
12 1174 974 
13 510 210 
14 725 525 
15 702 502 
16 703 503 
17 1053 853 
18 357 157 
19 713 513 
20 1272 972 
21 1144 944 
22 466 266 
23 219 19 
24 371 171 
25 564 264 
26 281 81 
27 815 615 
28 994 794 
29 537 337 
30 227 27 
31 772 572 
32 499 299 
33 891 691 
34 642 442 
35 846 546 
36 948 648 
37 256 56 
38 654 354 
39 741 541 
40 642 342 
41 1075 875 
42 648 448 
43 1092 792 
44 526 326 
45 705 505 
46 1266 966 
47 523 323 
48 575 375 
49 723 523 
50 588 388 
51 870 670 
52 333 133 
53 642 442 
54 424 224 
55 563 363 
56 245 45 
57 337 137 
58 823 623 
59 511 311 
60 1134 934 
61 599 399 
62 369 169 
63 256 56 
64 952 752 
65 1153 953 
66 1212 912 
67 372 72 
68 744 544 
69 651 451 
70 1072 872 
71 420 120 
72 1186 986 
73 832 632 
74 432 232 
75 221 21 
76 909 709 
77 725 525 
78 1120 920 
79 231 31 
80 970 770 
81 754 554 
82 1001 801 
83 924 724 
84 525 325 
85 736 536 
86 1015 815 
87 913 713 
88 418 218 
89 467 267 
90 1129 929 
91 817 617 
92 856 656 
93 792 592 
94 919 719 
95 331 131 
96 1177 977 
97 568 368 
98 771 571 
99 695 495 
100 735 535 
101 731 531 
102 280 80 
103 537 337 
104 1212 912 
105 666 366 
106 858 558 
107 1085 885 
108 739 539 
109 493 293 
110 699 499 
111 1020 720 
112 409 209 
113 1000 800 
114 1026 826 
115 925 725 
116 804 604 
117 630 330 
118 1008 808 
119 525 325 
120 966 666 
121 1296 996 
122 473 273 
123 909 709 
124 490 290 
125 714 414 
126 671 471 
127 1179 979 
128 517 317 
129 390 190 
130 259 59 
131 881 681 
132 862 662 
133 935 735 
134 241 41 
135 816 616 
136 534 234 
137 267 67 
138 624 424 
139 582 382 
140 732 432 
141 985 785 
142 519 319 
143 928 728 
144 346 146 
145 271 71 
146 265 65 
147 1020 720 
148 490 290 
149 303 103 
150 441 241 
151 1111 911 
152 869 669 
153 750 550 
154 498 198 
155 563 363 
156 267 67 
157 492 192 
158 928 728 
159 678 378 
160 528 228 
161 237 37 
162 720 520 
163 765 565 
164 268 68 
165 919 719 
166 528 228 
167 726 526 
168 695 495 
169 785 585 
170 712 512 
171 905 705 
172 421 221 
173 265 65 
174 861 661 
175 390 190 
176 615 415 
177 630 430 
178 301 101 
179 957 757 
180 863 663 
181 730 530 
182 748 548 
183 396 96 
184 412 212 
185 616 416 
186 780 480 
187 1068 868 
188 1147 947 
189 582 382 
190 418 218 
191 799 599 
192 306 6 
193 772 572 
194 963 763 
195 475 275 
196 928 728 
197 523 323 
198 535 335 
199 833 633 
200 1095 895 
201 1183 983 
202 388 188 
203 455 255 
204 913 713 
205 533 333 
206 1147 947 
207 234 34 
208 762 462 
209 541 341 
210 1134 934 
211 1068 868 
212 292 92 
213 1044 744 
214 1024 824 
215 870 670 
216 509 309 
217 1122 922 
218 960 760 
219 1146 846 
220 726 426 
221 852 552 
222 877 677 
223 1170 970 
224 1035 835 
225 731 531 
226 754 554 
227 403 203 
228 408 108 
229 707 507 
230 619 419 
231 1123 923 
232 414 114 
233 957 757 
234 306 6 
235 978 678 
236 379 179 
237 677 477 
238 1171 971 
239 268 68 
240 409 209 
241 756 556 
242 456 156 
243 685 485 
244 807 607 
245 1122 922 
246 973 773 
247 723 523 
248 1138 938 
249 1152 852 
250 876 676 
251 547 347 
252 976 776 
253 1111 911 
254 1137 937 
255 507 307 
256 864 564 
257 786 586 
258 455 255 
259 501 301 
260 671 471 
261 684 384 
262 1145 945 
263 378 178 
264 660 360 
265 1163 963 
266 253 53 
267 900 600 
268 789 589 
269 442 242 
270 1156 956 
271 292 92 
272 1015 815 
273 227 27 
274 463 263 
275 208 8 
276 706 506 
277 785 585 
278 651 451 
279 214 14 
280 1089 889 
281 934 734 
282 582 382 
