npieces: 2000
capacity: 438566
1 315 360 
2 525 600 
3 420 480 
4 420 480 
5 343 469 
6 1050 1200 
7 392 536 
8 49 67 
9 294 402 
10 490 670 
11 525 600 
12 525 600 
13 420 480 
14 343 469 
15 147 201 
16 49 67 
17 735 840 
18 392 536 
19 735 840 
20 196 268 
21 105 120 
22 735 840 
23 392 536 
24 735 840 
25 343 469 
26 98 134 
27 294 402 
28 1050 1200 
29 245 335 
30 490 670 
31 105 120 
32 945 1080 
33 392 536 
34 210 240 
35 98 134 
36 392 536 
37 49 67 
38 343 469 
39 98 134 
40 49 67 
41 294 402 
42 392 536 
43 196 268 
44 735 840 
45 315 360 
46 630 720 
47 98 134 
48 630 720 
49 147 201 
50 147 201 
51 196 268 
52 735 840 
53 840 960 
54 105 120 
55 105 120 
56 196 268 
57 49 67 
58 147 201 
59 147 201 
60 735 840 
61 840 960 
62 245 335 
63 525 600 
64 147 201 
65 245 335 
66 98 134 
67 294 402 
68 105 120 
69 490 670 
70 490 670 
71 49 67 
72 98 134 
73 630 720 
74 1050 1200 
75 420 480 
76 735 840 
77 840 960 
78 392 536 
79 1050 1200 
80 245 335 
81 147 201 
82 420 480 
83 945 1080 
84 490 670 
85 630 720 
86 294 402 
87 196 268 
88 441 603 
89 392 536 
90 294 402 
91 630 720 
92 945 1080 
93 343 469 
94 1050 1200 
95 420 480 
96 245 335 
97 1050 1200 
98 147 201 
99 735 840 
100 441 603 
101 392 536 
102 490 670 
103 343 469 
104 210 240 
105 210 240 
106 490 670 
107 294 402 
108 840 960 
109 343 469 
110 315 360 
111 105 120 
112 210 240 
113 525 600 
114 245 335 
115 147 201 
116 245 335 
117 630 720 
118 49 67 
119 315 360 
120 735 840 
121 294 402 
122 735 840 
123 98 134 
124 294 402 
125 210 240 
126 147 201 
127 196 268 
128 49 67 
129 105 120 
130 196 268 
131 147 201 
132 98 134 
133 245 335 
134 441 603 
135 441 603 
136 49 67 
137 630 720 
138 196 268 
139 392 536 
140 420 480 
141 392 536 
142 840 960 
143 49 67 
144 840 960 
145 196 268 
146 1050 1200 
147 105 120 
148 392 536 
149 315 360 
150 98 134 
151 840 960 
152 49 67 
153 49 67 
154 343 469 
155 420 480 
156 392 536 
157 315 360 
158 525 600 
159 105 120 
160 210 240 
161 525 600 
162 525 600 
163 945 1080 
164 630 720 
165 490 670 
166 245 335 
167 98 134 
168 392 536 
169 147 201 
170 525 600 
171 315 360 
172 147 201 
173 420 480 
174 105 120 
175 210 240 
176 196 268 
177 210 240 
178 315 360 
179 420 480 
180 490 670 
181 343 469 
182 630 720 
183 294 402 
184 343 469 
185 196 268 
186 525 600 
187 1050 1200 
188 315 360 
189 343 469 
190 392 536 
191 441 603 
192 245 335 
193 105 120 
194 945 1080 
195 490 670 
196 147 201 
197 343 469 
198 630 720 
199 294 402 
200 525 600 
201 315 360 
202 630 720 
203 840 960 
204 392 536 
205 735 840 
206 490 670 
207 294 402 
208 1050 1200 
209 147 201 
210 315 360 
211 147 201 
212 945 1080 
213 245 335 
214 630 720 
215 945 1080 
216 98 134 
217 196 268 
218 420 480 
219 210 240 
220 840 960 
221 343 469 
222 196 268 
223 196 268 
224 147 201 
225 735 840 
226 840 960 
227 105 120 
228 105 120 
229 49 67 
230 840 960 
231 840 960 
232 196 268 
233 490 670 
234 315 360 
235 490 670 
236 49 67 
237 1050 1200 
238 735 840 
239 315 360 
240 147 201 
241 392 536 
242 420 480 
243 245 335 
244 945 1080 
245 441 603 
246 196 268 
247 1050 1200 
248 945 1080 
249 735 840 
250 735 840 
251 315 360 
252 49 67 
253 420 480 
254 147 201 
255 105 120 
256 490 670 
